does this come with CD? Don't want download version.	I ordered and received the CD version. It came to my door in 2 days with Prime!
Compatible with Mac?	I believe that they have a separate version for the Mac OS.
Is the PC version a CD that downloads to Windows?	Yes you can use this CD on windows
does this work for personal taxes also	No, it's only business taxes and schedule C returns. You need TT deluxe for your 1040.
If I need a state return, how much will the download cost?	The current cost of a Business State is $49.99.
Is there a DVD available?	A CD is available. You can get it from Intuit or from Amazon.
How many different computers can this be installed on?	All standard purchases of Adobe software allow you to install on two computers.
Is there a 64 bit version for Windows 8?	No, Photoshop Elements 12 is still 32-bit only on Windows.
can I download this more than once?? I have multiple computers I work with	You can install and activate on up to two of your personal computers.
do I have to buy a product key?	When you purchase it through Amazon you are furnished everything you need to install it.
Can I download to multiple computers? I have 3.,	They send you a download code and it should work on any of your personal computers.
how many computers can I down load it on?	One per purchase as far as I know.
do I have to buy a product key?	When you purchase it through Amazon you are furnished everything you need to install it.
Can I download to multiple computers? I have 3.,	They send you a download code and it should work on any of your personal computers.
how many computers can I down load it on?	One per purchase as far as I know.
How do I create dramatic silhouettes of my grandkids in action	Yes, the other guy gave you a great answer-backlight shooting
Does this work with Mavericks	Yes. I have 10.9.3 and it works just great! Haven't any issues to date.
If I put this on my iMac, can I load it on my MacBook Pro as well? (2 installs?)	I believe it's just one computer.
Can a Window 8 tablet run Adobe Photoshop Elements?	Yes
can i insert text in a photo	Yes, but not a simple answer at this level
Will Roxio Creator NXT 2 convert and burn MTS (ACHD) file to a blu-ray disk?	Yes Roxio does recognize ACHD format and burns to blue-Ray.
Can creator pull audio from DVD and burn onto cd	Yes
Does Roxio NXT2 include the usual label producing software?	Yes it does
Does this work both on Window 8.1 and Window 7? Thanks.	Yes, I was running windows 7 then upgraded to windows 8.1
can the nero software update my hard drive?	I wouldn't think so.
Will this software duplicate encoded discs	No, but try slysoft.com
does it burn mp4 video files	yes
does it work with windows 8.1	Yes
Does this software let you have a "play all" selection on the main menu?	I don't see that anywhere on the main menu. It's not something I use.
Can I install this in 2 different PC's?	Only one license which only allows installing on one computer
Does this edition include Nero Recode or is it only in Nero Platinum 2014?	Both 2014 and Platinum editions include recode for converting and ripping to dvd or blu-ray discs
Can the program be installed on more than one computer?	I installed on 2 computers with no problem.
Does this need a 30 dollar addition to burn Blu Ray for videos? Want to make playable on BR player.	Not for me
Is Nero 2014 able to burn Video_TS files	Yes. For a tutorial Google "can nero 2014 burn video_ts files" Select the first youtube choice.
Does this version of Nero Burning include Nero Cover Designer?	Yes. It's part of Burn Rom. Also go to nero.com downloads and download cover designer for free.
Does this Nero version enable a Blu Ray to play on a laptop? If not what is needed.	I do not know. I have not been able to get the program to install on my PC.
Does this software support Desktop Blu-Ray Players	I returned by software due to its inability to run on Windows 7 OS with all the features advertised.
Is this a program that has to be renewed each year? I am just a single business person. Thanks.	This is a single user license with no expiration
how may licenses in this one package?	Just one license per box.
is this suitable for windows 8.1?	Yes. I ran it on 8.1
Can I complete a Schedule C on this version? Just income, expenses and section 179 depreciation?	Yes, it has schedule C - it has everything you need and guides you every step of the way
does Turbo-Tax Deluxe have provision for oil &amp; gas Royaly income	It has a rent and royalty section, so I believe it does.
Can I efile 2013 taxes?	Yes
how many federal income tax returns can be e-filed with this product?	The IRS imposes a limit of 5 federal efiled returns with any consumer software tax prep software.
is this the right one for llc and multi partners?	No it is not. It's the next one for partnerships
can I import quicken data to this?	Yes.
will this work with QuickBooks 2011	Yes. They are both created by Intuit.
does this include free federal efile?	Yes... You pay for the state efile though...
Does this version handle rental property depreciation?	Yes it does. We always use it for that reason.
Does the download install with Windows 8?	Yes
Will this work with MAC's new Maverick iOS?	Works without problems for me also.
is this for version for tax year 2013 income to be filed now April 2014?	Yes! And once you download, it will provide all the updates you need
32 BIT MAC	Does Amazon actually send the customer a disc of the program or are they just selling a download?
Anyone else find a problem with the calculated deduction for SEP IRA?	No.
can I do 2 state returns ?	you can, but you have to pay for the second state. That's from personal experience this year.
does it support osx mavericks	yes
Can you download previous year info from h &amp; r block.	Yes, but it will transfer only your basic information.
Do you have to pay additional to file state taxes?	Yes, this version does NOT include a state. See the other version that includes state.
Does this comment mean that the state tax filing is not included?	Correct. State is another $39, purchased with in the software.
if i have a t1 which quicken do i need?	I gave up on Quicken long ago.
Does this handle schedule c ez?	Yes, it does.
can this version process a return filing 1098-T?	Yes it can!
how do you get part of your return in an amazon gift card?	Get turbo tax
Will this work on an iPad?	No
